Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,snp500,close,log_ret,rv_5,snp500_change
2016-02-25 00:00:00-05:00,45.62055253851472,45.94685363769531,44.63282838295173,45.94685363769531,26939500,0.0,0.0,1951.699951171875,45.94685363769531,0.014305269203529578,0.2885251116664746,0.011348275359951865
2016-02-26 00:00:00-05:00,46.38779888049169,46.458352282710166,45.064952866437686,45.2413330078125,35975900,0.0,0.0,1948.050048828125,45.2413330078125,-0.01547425678722698,0.30642939252033363,-0.0018701144822791393
2016-02-29 00:00:00-05:00,45.28543065716657,45.5500025715,44.6769226553773,44.870941162109375,31654000,0.0,0.0,1932.22998046875,44.870941162109375,-0.008220720984880943,0.26229065020873893,-0.008120976341902342
2016-03-01 00:00:00-05:00,44.95031512811481,46.37898808772721,44.906217563271746,46.37017059326172,33024500,0.0,0.0,1978.3499755859375,46.37017059326172,0.03286598227736316,0.30312735241475763,0.023868791801894718
2016-03-02 00:00:00-05:00,46.22023539470889,46.705278216267,45.999761079076016,46.69646072387695,29289900,0.0,0.0,1986.449951171875,46.69646072387695,0.00701199695139783,0.30277347420113193,0.004094308735004493
2016-03-03 00:00:00-05:00,46.714118274677496,46.714118274677496,45.66465794781461,46.16733932495117,24427800,0.0,0.0,1993.4000244140625,46.16733932495117,-0.011395767236864888,0.31366253637596575,0.0034987406745825567
2016-03-04 00:00:00-05:00,46.21142100842083,46.25551520167698,45.6029097033035,45.88511657714844,33034200,0.0,0.0,1999.989990234375,45.88511657714844,-0.006131800163509528,0.28886086933066774,0.0033058923144386743
2016-03-07 00:00:00-05:00,45.47063133063046,45.6822848235114,44.60637227899478,45.00322341918945,38407800,0.0,0.0,2001.760009765625,45.00322341918945,-0.019406688162731157,0.3245249738720783,0.0008850141950174084
2016-03-08 00:00:00-05:00,44.80038447494332,45.97330955916575,44.62400433302331,45.54999923706055,33835100,0.0,0.0,1979.260009765625,45.54999923706055,0.012076488214025995,0.2062766003110016,-0.011240108649505087
2016-03-09 00:00:00-05:00,45.76164987346218,46.60827046508327,45.73519403127752,46.59945297241211,28251600,0.0,0.0,1989.260009765625,46.59945297241211,0.022778195316787195,0.2758586701050615,0.0050523932937867055
2016-03-10 00:00:00-05:00,46.678837973734026,46.687655469070634,45.117878893722335,45.902767181396484,38387800,0.0,0.0,1989.5699462890625,45.902767181396484,-0.01506339984756564,0.28609437478926764,0.00015580493345068724
2016-03-11 00:00:00-05:00,46.74057075404497,46.802303314208984,46.193795207947005,46.802303314208984,32275700,0.0,0.0,2022.18994140625,46.802303314208984,0.01940701540240975,0.31414924956179896,0.01639550053418848
2016-03-14 00:00:00-04:00,46.48481185343382,47.26088251920258,46.41426180973029,46.89048385620117,24083600,0.0,0.0,2019.6400146484375,46.89048385620117,0.0018823341837071227,0.2426055789941349,-0.001260972921287129
2016-03-15 00:00:00-04:00,46.52007809202781,47.26087188720703,46.511260600112855,47.26087188720703,21104800,0.0,0.0,2015.9300537109375,47.26087188720703,0.007867968311582619,0.24021466678354017,-0.0018369416879204792
2016-03-16 00:00:00-04:00,47.13741619325519,48.15159617378844,47.093321996566196,47.931121826171875,31691700,0.0,0.0,2027.219970703125,47.931121826171875,0.01408229808585964,0.21127378543871442,0.005600351545632654
2016-03-17 00:00:00-04:00,47.80765146556458,48.5043511347189,47.622453841360375,48.204505920410156,28223900,0.0,0.0,2040.5899658203125,48.204505920410156,0.005687482103897243,0.11054367765050797,0.006595236486620859
2016-03-18 00:00:00-04:00,48.433805393756856,48.477902956733494,47.13741845519949,47.17269515991211,67625500,0.0,0.0,2049.580078125,47.17269515991211,-0.021637267687657932,0.2176386167690775,0.004405643688967897
2016-03-21 00:00:00-04:00,46.96102367109576,47.56071400776641,46.678816849623765,47.49898147583008,23925700,0.0,0.0,2051.60009765625,47.49898147583008,0.006893035371102894,0.22096383145597312,0.0009855772666846896
2016-03-22 00:00:00-04:00,47.27851687430112,47.8429306329011,47.14623092780427,47.68418884277344,23124100,0.0,0.0,2049.800048828125,47.68418884277344,0.0038916039477152418,0.21672995960286512,-0.000877387766836879
2016-03-23 00:00:00-04:00,47.71946958571419,47.83411719144436,47.393168484666994,47.596004486083984,20129000,0.0,0.0,2036.7099609375,47.596004486083984,-0.001851053798026183,0.18728527330815778,-0.006386031602501285
2016-03-24 00:00:00-04:00,47.481354251491524,47.9134854404434,47.384345003104066,47.807655334472656,19950000,0.0,0.0,2035.93994140625,47.807655334472656,0.004436961768782798,0.18449210161174778,-0.0003780702927851376
2016-03-28 00:00:00-04:00,47.8076589093536,47.878212318609826,47.03159159256546,47.21678924560547,17025100,0.0,0.0,2037.050048828125,47.21678924560547,-0.012436246415306457,0.12302927664894404,0.0005452554858313974
2016-03-29 00:00:00-04:00,47.32261600591886,48.38089359579724,47.137418352837365,48.24860763549805,23924300,0.0,0.0,2055.010009765625,48.24860763549805,0.02161743637347671,0.19622721870614515,0.008816651779288476
2016-03-30 00:00:00-04:00,48.44263133828775,49.068777773906646,48.416175489061395,48.548458099365234,23008300,0.0,0.0,2063.949951171875,48.548458099365234,0.006195465135364478,0.19746698821456102,0.004350315260639448
2016-03-31 00:00:00-04:00,48.46025368886594,49.02466738044863,48.380882803226434,48.707183837890625,26360500,0.0,0.0,2059.739990234375,48.707183837890625,0.003264096072781871,0.19184235282363116,-0.00203975921756705
2016-04-01 00:00:00-04:00,48.548447286992584,49.04231100231775,48.125136972787296,49.00703430175781,24399200,0.0,0.0,2072.780029296875,49.00703430175781,0.006137313704627341,0.19212221298079024,0.006330915127309877
2016-04-04 00:00:00-04:00,48.883575439453125,49.08641144724761,48.504359270567676,48.883575439453125,18928800,0.0,0.0,2066.1298828125,48.883575439453125,-0.0025223855094834782,0.14191374367496407,-0.003208322345054082
2016-04-05 00:00:00-04:00,48.67191834157739,48.76892759792413,48.0281336162065,48.11632537841797,19272300,0.0,0.0,2045.1700439453125,48.11632537841797,-0.015819934992931276,0.14674907336472673,-0.010144492387214377
2016-04-06 00:00:00-04:00,47.93993564827246,48.680729482110905,47.80764971344839,48.61017608642578,21188700,0.0,0.0,2066.659912109375,48.61017608642578,0.010211368999334933,0.1605019825001628,0.010507619269939372
